original_name,name,place_id,rating,by
Aaron Provincial Park,Aaron Provincial Park,ChIJj8efqcG7olIRZjK84OhM0rI,4.3,name
Algonquin  Achray Campground,Achray Campground Office,ChIJp8rrkFrr1kwR5YDZ-uzjXag,4.8,name
Algonquin  Backcountry Campground,,,,name
Algonquin  Brent Campground,,ChIJe_jpKmg51kwRJ9AgEKiCrBo,5.0,name
Algonquin  Canisbay Lake Campground,Algonquin  Canisbay Lake Campground Office,ChIJmXvBP1Pn1UwRwDQKqieeOsw,4.5,name
Algonquin  Coon Lake Campground,Algonquin  Coon Lake Campground,ChIJSzQxoEQes1IRJr1ctdAhpt8,4.4,name
Algonquin  Kearney Lake Campground,Kearney Lake Campground,ChIJp824MgnZ1UwRSCx2OBC6fLY,4.4,name
Algonquin  Kiosk Campground,Kiosk Campground,ChIJg4agzTLaKU0R9a0IBzPmQpQ,4.6,name
Algonquin  Lake of Two Rivers Campground,Lake of Two Rivers Campground Office,ChIJc8f6bMPe1UwRZK5S0Oo-6iY,4.4,name
Algonquin  Mew Lake Campground,Mew Lake Campground,ChIJhXOQWuze1UwRo0bBirlE3DE,4.5,name
Algonquin  Pog Lake Campground,Pog Lake Campground,ChIJsy9idgrZ1UwR-qYTmgLsmL0,4.4,name
Algonquin  Rock Lake Campground,Rock Lake Campground,ChIJsVe8TJnQ1UwRdjgqKd5O_EI,4.4,name
Algonquin  Tea Lake Campground,Algonquin  Tea Lake Campground Office,ChIJwV34IOnl1UwRypZHEJU65RE,4.1,name
Algonquin  Whitefish Lake Campground,Algonquin  Whitefish Lake Campground,ChIJLwQOrvpoZlMR104wBfqMhw4,3.8,name
Arrowhead Provincial Park,Arrowhead Provincial Park,ChIJDT0k5TINKk0Rj8AbTHfbzxU,4.6,name
Arrow Lake Provincial Park,,,,name
Awenda Provincial Park,Awenda Provincial Park,ChIJie0i1wYgK00RmAw703ltsMw,4.6,name
Balsam Lake Provincial Park,Balsam Lake Provincial Park,ChIJx0Gakoo51UwRR-3Kzltq1kg,4.4,name
Bass Lake Provincial Park,Bass Lake Provincial Park,ChIJcZSED2KuKk0R0WUrEs3awp0,4.2,name
Batchawana Bay Provincial Park,Batchawana Bay Provincial Park,ChIJKYfbd1nfN00RirYXBLUP1yU,4.7,name
Biscotasi Lake Provincial Park,,,,name
Blue Lake Provincial Park,Blue Lake Provincial Park,ChIJ5-s7N5xmvVIRdkE73nI2FGM,4.7,name
Bon Echo Provincial Park,Bon Echo Provincial Park,ChIJDyJ46POg00wRGy7EmvK-jkI,4.7,name
Bonnechere Provincial Park,Bonnechere Provincial Park,ChIJeUi6FWal1kwRDCq0CvXcJsE,4.6,name
Bronte Creek Provincial Park,Bronte Creek Provincial Park campground,ChIJcXmf_zJnK4gRQB-hmJkBAQM,4.3,name
Caliper Lake Provincial Park,Caliper Lake Provincial Park,ChIJc9_I37tHvFIRT0k-s6ADd5o,4.5,name
Charleston Lake Provincial Park,Charleston Lake Provincial Park,ChIJ1Qy90aJuzUwRYpgzQ-LjCQs,4.5,name
Chutes Provincial Park,Chutes Provincial Park,ChIJhcBXXYvpMU0R7PEcr9N-eFI,4.6,name
Craigleith Provincial Park,Craigleith Provincial Park,ChIJtQSCwL92KogRpF6iYyv5n7M,3.9,name
Darlington Provincial Park,Darlington Provincial Park,ChIJS01V71sC1YkR5GavxBo8-WY,4.1,name
Driftwood Provincial Park,Driftwood Provincial Park,ChIJ_1vaftsB10wRcj3fCbi-Ndo,4.5,name
Earl Rowe Provincial Park,Earl Rowe Provincial Park,ChIJP3EChhXuKogRFOvSHPrNRQQ,4.2,name
Emily Provincial Park,Emily Provincial Park,ChIJZzyPAzuE1YkR9pb2XFdK1tY,4.3,name
Esker Lakes Provincial Park,Esker Lakes Provincial Park,ChIJU4Z7HE70I00Rty7pIpxOpoc,4.4,name
Fairbank Provincial Park,Fairbank Provincial Park,ChIJafCWZYI0Lk0RaAHqp5GkeSk,4.2,name
Ferris Provincial Park,Ferris Provincial Park,ChIJYdgBTqAD1okRm0IdAB7W6bs,4.3,name
Finlayson Point Provincial Park,Finlayson Point Provincial Park,ChIJQ7_jw0cDJk0ReTJRzdfcCt8,4.3,name
Fitzroy Provincial Park,Fitzroy Provincial Park,ChIJ7fZfNynz0UwR63np6uyIZaM,4.4,name
Forks of the Credit Provincial Park,Forks of the Credit Provincial Park,ChIJ4Z9zUwcGK4gRS0yMr4MnUJw,4.5,name
French River Provincial Park,French River Provincial Park,ChIJr_Hvwsm2Lk0RIyPLVZQ6ius,4.7,name
Frontenac Provincial Park,Frontenac Provincial Park,ChIJYUuzvXSX0kwRtcdm43-MrvI,4.7,name
Fushimi Lake Provincial Park,Fushimi Lake Provincial Park,ChIJaXU28ov-P00RprtW-4-3DeY,4.4,name
Grundy Lake Provincial Park,Grundy Lake Provincial Park,ChIJpdwHu7evLk0RN62OG7dc_VY,4.6,name
Halfway Lake Provincial Park,Halfway Lake Provincial Park,ChIJfyM9dJseME0Rs27WBNuSW8w,4.7,name
Inverhuron Provincial Park,Inverhuron Provincial Park,ChIJSQIKjhZMKIgRhZHOhYlTIJg,4.7,name
Ivanhoe Lake Provincial Park,Ivanhoe Lake Provincial Park,ChIJYbgNV8LTO00RN6-lAQ2chSI,4.6,name
John E. Pearce Provincial Park,John E. Pearce Provincial Park,ChIJzcYycexLLogRkxQW5W8WZiA,4.1,name
Kakabeka Falls Provincial Park,Ontario Kakabeka Falls Park,ChIJO8N1a53qWE0R8FUOiUIl5Ug,4.8,name
Kap-Kig-Iwan Provincial Park,Kap-Kig-Iwan Provincial Park,ChIJ0yD-TmMlJE0Rz8j1UJuHd-Q,4.5,name
Kawartha Highlands Provincial Park,Kawartha Highlands Provincial Park,ChIJy5jLORTq1EwRdCxQ3PsNb8w,4.6,name
Kettle Lakes Provincial Park,Kettle Lakes Provincial Park,ChIJ48oaTpBFI00RWpuLYDfxAKs,4.7,name
Killarney Provincial Park,Killarney Provincial Park,ChIJ4Tp56VpsLk0RDhAHnT1UD6s,4.8,name
Killbear Provincial Park,Killbear Provincial Park,ChIJdyQ-nWG9K00RlIRseaHuBUs,4.7,name
Komoka Provincial Park,Komoka Provincial Park,ChIJKxCPOL_7LogR-LdSoSrYK1o,4.1,name
Lady Evelyn-Smoothwater Provincial Park,Lady Evelyn-Smoothwater Provincial Park,ChIJQ9eYHV6YJU0RZn1K8otWd-Q,4.7,name
Lake on the Mountain Provincial Park,Lake on the Mountain Provincial Park,ChIJ2UIV7CvJ14kRYPAtCLI2p04,4.4,name
Lake St. Peter Provincial Park,Lake Saint Peter Provincial Park,ChIJnXJwsWs51EwRU40COk-BTOE,4.1,name
Lake Superior Provincial Park,Lake Superior Provincial Park,ChIJX-wxAjHqR00RWnvJd7xD9oA,4.7,name
Long Point Provincial Park,Long Point Provincial Park,ChIJmUKpGKG5LYgRKqMwOJd5v_o,4.5,name
MacGregor Point Provincial Park,MacGregor Point Provincial Park,ChIJUW-IBvbKKYgRetcDufWAW_Y,4.6,name
MacLeod Provincial Park,MacLeod Provincial Park,ChIJgwmrezK4Qk0ROq-LCb0mmSE,4.3,name
Makobe-Grays River Provincial Park,,,,name
Mara Provincial Park,Mara Provincial Park,ChIJGyxWMOWpKk0RgMZtZD5WmGE,4.4,name
Mark S. Burnham Provincial Park,Mark S. Burnham Provincial Park,ChIJK1FBbhXz1YkRjpYOXp8qUk8,4.4,name
Marten River Provincial Park,Marten River Provincial Park,ChIJX8UmJyu5KE0R_oZtloE1DOI,4.5,name
McRae Point Provincial Park,McRae Point Provincial Park,ChIJDYxOcd5V1UwRCm0HkjWyA9k,4.3,name
Mikisew Provincial Park,Mikisew Provincial Park,ChIJwYrf-jaEKU0RXwFeFYnCZBI,4.6,name
Misery Bay Provincial Park,,,,name
Missinaibi Provincial Park,Missinaibi Provincial Park,ChIJqUhNtG4tOU0RwbdyW0k96dI,5.0,name
Mississagi Provincial Park,Mississagi Provincial Park,ChIJX1xXnW3iME0RIha7btFpaV8,4.3,name
Mono Cliffs Provincial Park,Mono Cliffs Provincial Park,ChIJcVWUBrb4KogRPWlr7F6-Aa8,4.5,name
Murphys Point Provincial Park,Murphys Point Provincial Park,ChIJ9VnKTgt50kwRyOwRidTrY4o,4.0,name
Nagagamisis Provincial Park,Nagagamisis Provincial Park,ChIJp_MhDizVQU0R5OuQJaMMCV0,4.4,name
Neys Provincial Park,Neys Provincial Park,ChIJp1kNv2V8Q00RWT6RPesMcFw,4.7,name
North Beach Provincial Park,North Beach Provincial Park,ChIJ44q615lB1okRbhBU_7sh7zg,4.5,name
Oastler Lake Provincial Park,Oastler Lake Provincial Park,ChIJw7oMWNixK00RigNstUaxwh4,4.2,name
Obabika River Provincial Park,Obabika River Provincial Park,ChIJY3s-6fXyJU0RSNvosFPkCrE,4.3,name
Ojibway Provincial Park,Ojibway Provincial Park,ChIJIUIdSYN_olIRa7_vMj19rx0,4.5,name
Ouimet Canyon Provincial Park,Ouimet Canyon Provincial Park,ChIJ7-N7M9irXk0R74DlO-ey7Fk,4.8,name
Oxtongue River-Ragged Falls Provincial Park,Oxtongue River - Ragged Falls Provincial Park,ChIJEejamFby1UwRTkJul9iAtmg,4.7,name
Pakwash Provincial Park,Pakwash Provincial Park,ChIJuXF-1dl3l1IRu62zqEZaERE,4.5,name
Pancake Bay Provincial Park,Pancake Bay Provincial Park,ChIJ4zBlNs8jSE0R4tXGvzvJzdk,4.6,name
Petroglyphs Provincial Park,Petroglyphs Provincial Park,ChIJudh9YvG81EwR5cEGwBLo_vQ,4.5,name
Pigeon River Provincial Park,Pigeon River Provincial Park,ChIJqxfgCqZeWE0RCQRqKZrVA5c,4.8,name
Pinery Provincial Park,Pinery Provincial Park,ChIJE4wKojo_L4gR6Y52rte8FZ0,4.6,name
Point Farms Provincial Park,Point Farms Provincial Park,ChIJ32G9MCPoKIgRmzUw9gmk3EQ,4.5,name
Port Bruce Provincial Park,Port Bruce Provincial Park,ChIJW8g1MZJvLogR94ZKBvS6qBI,4.3,name
Port Burwell Provincial Park,Port Burwell Provincial Park,ChIJC3Xj9Pp3LogRPxDUEEshUyc,4.4,name
Potholes Provincial Park,Sooke Potholes Provincial Park,ChIJgbpQnBYQj1QR0jlm5ZjoSsw,4.7,name
Presqu'ile Provincial Park,Presqu'ile Provincial Park,ChIJsVmCA6Vt1okROj-7UAZF6ac,4.6,name
Quetico Provincial Park,Quetico Provincial Park,ChIJm1cNDPL2o1IRG4HKdv6DBcc,4.7,name
Rainbow Falls Provincial Park,"Rainbow Falls Provincial Park, Rossport Campground",ChIJObTyI6WkXE0RT1iiUwGm7Ss,4.6,name
Rene Brunelle Provincial Park,Rene Brunelle Provincial Park,ChIJU7LQnwDqPU0R05Gbi4zE5iM,4.9,name
Restoule Provincial Park,Restoule Provincial Park,ChIJfVYH4sYSKU0R_bHBrOOuSz4,4.5,name
Rideau River Provincial Park,Rideau River Provincial Park,ChIJezGdKTTqzUwR_dWfcZu1WMg,4.1,name
Rock Point Provincial Park,Rock Point Provincial Park,ChIJh5_eogPQLIgRQQNhwv5yuO8,4.3,name
Rondeau Provincial Park,Rondeau Provincial Park,ChIJ2YlAGnHgL4gRTU8sbR4SuQ4,4.4,name
Rushing River Provincial Park,Rushing River Provincial Park - Northwest Campground,ChIJkyzTS6_ovVIRzyWyDY9X-hs,4.7,name
Samuel de Champlain Provincial Park,Samuel de Champlain Provincial Park,ChIJ3-MaFmgtKE0RSRH9pncsUZs,4.5,name
Sandbanks Provincial Park,Sandbanks Provincial Park,ChIJryLPHVVJ1okRIvkoUFOQQ3E,4.6,name
Sandbar Lake Provincial Park,Sandbar Lake Provincial Park,ChIJVbGYAvozolIRY_psh4YHhTs,4.7,name
Sauble Falls Provincial Park,Sauble Falls Provincial Park,ChIJT2TscKHYKYgRdDZj0cyy_RM,4.2,name
Selkirk Provincial Park,Selkirk provincial park,ChIJJXgi1n37LIgRxVU_ZiWEAlA,4.1,name
Sharbot Lake Provincial Park,Sharbot Lake Provincial Park,ChIJxQzdFh330kwRSUpcPptR5Nc,4.2,name
Sibbald Point Provincial Park,Sibbald Point Provincial Park,ChIJhcCSkrxN1YkR1YY8SET2A08,4.3,name
Silent Lake Provincial Park,Silent Lake Provincial Park,ChIJnwtU0hSL1EwRQywEMGXk2WM,4.6,name
Silver Falls Provincial Park,,,,name
Silver Lake Provincial Park,Silver Lake Provincial Park,ChIJnb5T1rtf0kwRWpkpuXtzI4o,4.4,name
Sioux Narrows Provincial Park,Sioux Narrows Provincial Park,ChIJxdQVlNTOvVIRlfrmQV6UPUA,4.6,name
Six Mile Lake Provincial Park,Six Mile Lake,ChIJ724zhd3oKk0R6iWpa-S_pI8,4.3,name
Sleeping Giant Provincial Park,Sleeping Giant Provincial Park,ChIJLbDNvtVCWU0RXBwcEk-2leg,4.7,name
Solace Provincial Park,,,,name
Spanish River Provincial Park,,,,name
Springwater Provincial Park,Springwater Provincial Park,ChIJF0D0ipiYKogRGgttdSjAQMo,4.4,name
Sturgeon Bay Provincial Park,Sturgeon Bay Provincial Park,ChIJJwadsRn3K00R3rwEySuQjt8,4.1,name
Sturgeon River Provincial Park,Sturgeon River Provincial Park,ChIJ4e_ylutkL00R9rPUo2cHx5g,4.5,name
The Massasauga Provincial Park,The Massasauga Provincial Park,ChIJIwODAqivK00Rs-SFAhBmQ2U,4.4,name
Tidewater Provincial Park,Tidewater Provincial Park,ChIJqQi08GTAEE0ROoyfbd4ddg4,4.5,name
Turkey Point Provincial Park,Turkey Point Provincial Park,ChIJ2-mBYdezLYgRsOoCPCBHdyg,4.3,name
Voyageur Provincial Park,Voyageur Provincial Park,ChIJy5E2sYHDzkwRhyh7qv-iuZE,4.4,name
Wabakimi Provincial Park,Wabakimi Provincial Park,ChIJ_UyGwaGxYU0RPATrDNgmvMs,4.3,name
Wakami Lake Provincial Park,Wakami Lake Provincial Park,ChIJYWEg-hIZOk0R9YejNxs-Chs,4.6,name
Wasaga Beach Provincial Park,Wasaga Beach Provincial Park,ChIJT7DF23uBKogRf1LYI3YgXl4,4.5,name
Wheatley Provincial Park,,,,name
White Lake Provincial Park,White Lake Provincial Park Campground,ChIJk4bK9nJUQU0RLWmVmQSdkSQ,4.4,name
Windy Lake Provincial Park,Windy Lake Provincial Park,ChIJgyeyfv_OL00RNPZDutROoH8,4.4,name
Woodland Caribou Provincial Park,Woodland Caribou Provincial Park,ChIJyYAc-RcdlFIREFvnpcehaiM,4.7,name
