original_name,name,place_id,rating,by
Cedar Pines RV Park,Cedar Pines Campground,ChIJCXDkd7L6kIgREXX2Iq_wLVI,3.9,name
Cedar Rail Family Campground,Cedar Rail Family Campground,ChIJYfjpk4CTKYgRMDuGIdDWB3w,4.2,name
Cedar Shade Campground,Cedar Shade Campground,ChIJWWg2YKr2zkwRQskKDqnKINg,4.4,name
Century Beach Park,Century Beach Park,ChIJ-7UvQFDDLIgRh26skKafBlE,4.9,name
Chesley Lake Camp,Chesley Lake Camp,ChIJhweRoVHcKYgRp1EYzjk0tok,4.6,name
Cobourg East Campground,Cobourg East Campground,ChIJsVr2A8ve1YkRScui6GO8RL0,3.9,name
Colasante's RV Park & Marina,Colasante's R V Park & Marina,ChIJyz93MsgU1okRaQvZ5F24sxo,4.7,name
Concordia Club Campground,Concordia Club,ChIJJehNzh_1K4gR6kWbo3M1PVI,4.4,name
Conestoga Family Camp Grounds Inc,Conestoga Family Campgrounds,ChIJyS6Pb4faK4gRvzQmjTElESc,4.1,phone
Coral Park Campground,Coral Park Campgrounds,ChIJiRjLSZ17K4gRiKxZq-X3jS0,4.9,name
Credivale RV Park Ltd,14158 Mississauga Rd,ChIJQU-zXAQOK4gR6tSiQi8fYDA,0.0,address
Crystal Lake Campground/RV Park,Crystal Lake Campground and RV Park,ChIJkVTJININB4gRDPhwTW-XIUY,3.8,name
Davy Lake R&RV Campground and Resort,Davy Lake Campground and Resort,ChIJmeeGg7kzolIRjREnuXtCgz0,4.5,name
Desert Lake Family Resort,Desert Lake Family Resort,ChIJGV4UzP2V0kwRWL7TDlHcHwA,3.9,name
Doe Lake Campground Rizzort,Doe Lake Campground Rizzort,ChIJ7VHAG7siKk0RnP2glxPcKbk,4.7,name
Dreamaker Family Campground,Dreamaker Family Campground,ChIJB1BgE33dKYgRVJX6fuiPPbk,4.5,name
Dreamland Resort,Dreamland Resort,ChIJ17knNUKnwjsRAvjkwZNA3Xk,3.8,name
Duins Pineridge Resort Inc,Duins Pineridge Resort,ChIJczXdIXQfKk0RIRDyBHRPWQs,4.5,name
Egans Campground Inc,Egan's Campground Inc,ChIJUWEJ4fDvKogRehIR9eJ4FO0,4.1,name
Elm Grove Trailer Park/Family Campground,Elm Grove Trailer Park Ltd,ChIJ7ZK2B6hM1YkR5Zwi-l0AB7Q,4.6,name
Erie Shores Campground,Erie Shores Campground,ChIJH9qh72MiO4gR2CL9txIOKc0,3.8,name
Evergreen Camping & Resort,Evergreen Camping & Resort,ChIJF1krbweMzkwR471fzejsg7s,4.4,name
Evergreen Eco Family Resort,Ever Green Eco Family Resort RV/Trailer Campground,ChIJi_CwzvfcK00RbxsVHXX5ssw,4.0,name
Fairview Park Camping & Marina,Fairview Park Camping & Marina,ChIJ-QR92fyrKU0RKLifVUor6oA,3.7,name
Fenelon Valley Trailer Park,Fenelon Valley Trailer Park,ChIJWcZ1bLEl1UwRZ00BESD4ALo,4.7,name
Fiddlehead Resort Camp,Fiddlehead Resort,ChIJ5bRtAzPMLE0R_mS3HViWq34,4.7,name
Flamboro Valley Camping Resort,Flamboro Valley Camping Resort,ChIJNeksnaJ_K4gROxjnvJVQcW4,4.4,name
Footprints Resort,Footprints Resort,ChIJy17JJqRd1EwRFIy6N7w7luY,4.3,name
Friendly Acres Park,Friendly Acres Park,ChIJxU9VsSMA1okRe8dGpO3lV4o,4.1,name
Gateway Camping,Gateway Camping,ChIJGXLxrH-BKogRF8x9g1kMbL0,4.0,name
Georgian Bay Park,Georgian Bay Park,ChIJjzr6ipnTKk0R0ckCnujX1Y0,4.8,name
Glen Allan Park,Glen Allan Park,ChIJW-TkX4hQ00wRq2CnJb0LTDU,4.1,name
Glenview Cottages & Campground,Glenview Cottages,ChIJRTn2cXM2Nk0R5papdT8-CfE,4.1,name
Golden Lake Park,Golden Lake Park,ChIJcTStNawns1IRSGwaNR-pMPw,4.6,name
Golden Pond RV Resort,Golden Pond RV Resort,ChIJ7-VksCqFLogR8RAXYOYhFcg,3.7,name
Green Haven Trailer Park,Green Haven Trailer Sales & Park,ChIJg44y4EY6L4gRcX1arXWsrzg,4.4,name
Grenville Park Camping and RV Park,Grenville Park Camping & Rv Park,ChIJqeugMXOszUwRvsTXsAC1YqM,3.3,name
Haid's Hideaway Family Campground,Haid's Hideaway Family Campground,ChIJxzZFQ8gi00wRf9oVzWe5r68,4.5,name
Hammock Harbour RV Park,HAMMOCK HARBOUR,ChIJH053Y8mpKk0R6q7TDMZyZwo,4.4,name
Happy Hearts Park,Happy Hearts Tent & Trailer Park,ChIJm732WgcLLU0RPn2vJThgnUo,3.7,name
Happy Hills Resort,Happy Hills Resort,ChIJ8UMoMq2kLogRBpYCeldFV6Q,4.6,name
Happy Holiday Campground and Cottages,Happy Hoilday Campground and Cottages,ChIJo_Rxw6oaJk0Rxo_N0-Ps-EU,4.4,name
Happy Land Park Ltd,Happy Land Park,ChIJVyhPqAyEQ00RrjiCijRVDu0,4.0,phone
Heidi's Campground,Heidi's Campground,ChIJUSegufqpKogRpP_1g_uLleg,4.1,name
Heron Point,Heron Point by Pete Dye,ChIJAYBPmkyH-4gRMcpbUJmg9xc,4.6,name
Hidden Glen Trailer Park & Marina,Hidden Glen Trailer Park & Marina,ChIJM46tz9rnKk0RcI7zGzVFoHc,4.6,name
Hideaway Trailer Park,Hideaway Trailer Park,ChIJF7rL7Jk11okR8W6C4r38Fr0,3.7,name
Highland RV Resort,Highland Trailer Park & RV Resort,ChIJIaSsGKLFLIgR6COWCRl--CU,4.2,phone
Highland View Resort,Highland View Resort,ChIJs6qTT0bu1YkR078toKI2VBQ,4.4,name
Hillside Lake Park Recreation Inc,Hillside Lake Park,ChIJz8T0IrhzLIgRSJQ8EVc0aos,4.4,name
Holiday Beach Family RV Park,Holiday Beach RV Park,ChIJsYGupSIGLIgRblQZzopn520,3.9,phone
Holiday Pines,Holiday Pines Campground,ChIJEd8Wz7H8zokRN_5fxVtYXnE,4.2,name
Indian River Family Resort,Indian River Family Resort,ChIJKc7b4NPx1YkRQ7f-s_AZjPE,4.3,name
Inner Bay Marina & Trailer Park,INNER BAY MARINA & TRAILER PARK,ChIJRbwiKf62LYgR076wqBSHnY0,4.5,name
Inverness Tent & Trailer Park,Inverness Tent & Trailer Park,ChIJ3zQyxLhgKk0RK-0QvXQf_xs,4.8,name
Ipperwash Family Campground,Ipperwash Family Campground,ChIJ-1wMlAJCL4gR7TjLBJpK89s,3.9,name
Iroquois Trail Campsite,Iroquois Trail Camp Site,ChIJUXZAbO4Y1okRV_3sbFav4HM,3.5,name
Island Spirits,Island Spirits,ChIJq6qqqr7u1YkRMP3kuqdJyvQ,4.7,phone
Islandview Trailer Park,Island View Park,ChIJJ2TLZLE91UwRPgbtzj_fgik,4.3,phone
Jell-E-Bean Campground Limited,Jell-e-Bean Campground & Trailer Park,ChIJ8-bRfJp9KogRO0isIaYbJq0,3.3,name
John Bayus Park Ltd,John Bayus Park,ChIJz0yu_eB4LIgRAM-h5kzNlFM,4.3,name
Kawartha Trails Resort,Kawartha Trails Resort,ChIJqZ6SZXeT1YkRRolS7SgGVmI,4.4,name
Kenorus Campground & RV Resort,Kenorus Campground & R V Resort,ChIJq9AhxRHJKYgR4baqcvhjYPM,4.6,name
Kings Portage Park,Kings Portage Park,ChIJM46tz9rnKk0R7yOA3XGLxQk,4.3,name
Knight's Beach Resort,Knight's Beach Resort,ChIJpzXnT5DnLIgR0K0yH0N0nT0,3.6,name
Lake Bernard Park,Lake Bernard Park,ChIJmTRohrkgKk0RUIw73IhW7Uw,4.4,name
Lake Consecon Resort,Lake Consecon Resort,ChIJF4Aj7OlA1okRoFfQit9C6Ww,3.8,name
Lakefield Campgrounds,Lakefield Park & Campground,ChIJl20TEWW11EwR5UbBYNl93QM,4.0,name
Lancaster Cottage & Trailer Resort,Lancaster Cottage & Trailer Resort,ChIJ1yrds_-M1YkRxhKWQajxWPg,4.2,name
Landings Campground,Landings Campground,ChIJn-A_c1EZWkARaSRUlQTP-08,4.5,name
Lauderdale Point Marina & Resort Inc,Lauderdale Point Marina & Resort,ChIJE83o9m2iKk0RziSIDLuf0CQ,4.4,name
Layzee Acres Park,Layzee Acres Campground,ChIJQfY7ctZa1UwRtBRi4yaL350,4.0,name
Lazy Rock RV Park & Campground,Lazy Rock,ChIJ9zWTP10rKE0RebVsgxgwOj0,4.9,name
Lighthouse RV Resort,Lighthouse RV Resort Inc,ChIJj2p-cDVtTIYRu2beGDlSrAo,3.8,name
Little Austria Trailer Park,Lyons Little Austria,ChIJVZjoGDEVLIgRRG5WCkpS9oc,3.8,name
Log Cabin Point,Log Cabin Point,ChIJVVVVVZmz14kREirJHX5qSYU,4.7,name
Log Chateau Park,Log Chateau Park,ChIJoXn70r0l1UwR0z_-GRYw-uw,4.7,name
Long Point Eco-Adventures,Long Point Eco Adventures,ChIJHzSpHV-xLYgRaMlLb5T5DJk,4.7,name
Loon Lake Resort,Loon Lake Resort,ChIJee4RrzI400wR9NQnZVWFNVI,4.9,phone
Loon's Call Campground & Cottage Resort,Loon's Call Campground,ChIJKZg6-nwI00wR1Kg-xEPzmXc,4.6,name
Lost Forest Park,Lost Forest Park,ChIJxbl8I9xiK4gRPNtwGVgqiB8,4.6,name
Lovesick Lake Park Inc,Lovesick Lake Park,ChIJvwUL2mq41EwR2DgbnEC97XA,4.3,name
Lutterworth Valley Trailer Park,Lutterworth Valley Trailer Park,ChIJQyMFOMM91UwRShWq6LYdbKI,3.9,name
Lyndhurst Golf & Trailer Park,Lyndhurst Golf Course,ChIJx92gDA1L1YkR9ilPY4cCpyU,4.1,name
MacDonald Turkey Point Marina Inc,MacDonald Turkey Point Marina Inc.,ChIJ26MGXGuxLYgRoW560yMUtV4,4.4,name
MacKenzie Tent & Trailer Park,MacKenzie Tent and Trailer Park,ChIJJy_3ojHvKIgROltJRIx9HCI,4.4,name
Maitland Valley Marina & Resort Park,Maitland Valley Marina And Resort Park,ChIJl6Q6_iLDKIgRmEKCyzohOrU,4.3,name
Manitoulin Resort Ltd,Manitoulin Resort,ChIJ4f2M-m_3LU0RIR7MiuwhZSg,4.4,name
Maple View Campground,Maple View Campground,ChIJ-Udb0A4qA4gRhMHdS8jSTEo,4.4,name
Maplewood Acres RV Park Inc,Maplewood Acres RV Park,ChIJ1wfR5_KpzkwRdCBSnkdBGzE,4.6,name
Mariner's Paradise Trailer Resort,Mariner's Paradise,ChIJU29mxefGKk0ROcmgUERHztw,3.9,name
McGowan Lake Campground,McGowan Lake Campground,ChIJc29jV39g0kwR0HPEoSLDNmk,4.7,name
Meadowbrook Campground,Meadowbrook Camping Area,ChIJox1LOjuDrUwRJ1YFMo4a0Gs,4.1,name
Meadows End Trailer Park,Meadows End Trailer Park,ChIJMwXb5y1b1UwREWNrNvPUs3Y,4.8,name
Merkel's Camp,Merkel's Camp,ChIJB-LXPMC-olIRukxHW8repCI,5.0,name
Miller's Family Camp,Miller's Family Camp,ChIJy9c-FpsCLU0RlwLZj6-g1dc,4.4,name
Mine Mill 598 Campground,Mine Mill Local 598 / CAW Campground,ChIJ0QSVwEP-Lk0RoVGwaBz4i5I,3.9,name
Mitchell's Bay Marine Park Ltd,Mitchell's Bay Marine Park Limited,ChIJKfDgNRv5L4gR-sbcGgjz0NI,4.3,name
Morning Mist Resort Inc.,Morning Mist Resort,ChIJlbtOfzUA10wRVf5adr3j1iM,4.8,name
Mountain Trout Camp,Mountain Trout Camp,ChIJ57yzhXf-LE0R0vNY1CX2U_w,4.8,name
Muskoka Bible Centre Campground,Muskoka Bible Centre,ChIJg_xe5S1yKk0RGRl7WW7KZTg,4.7,name
N.E.T. Camping Resort,NET Camping Resort,ChIJr7FezUuzLIgRmbbDBzE24HI,4.0,name
Narrows Lock Campground,Narrows Lock Campground,ChIJ7-qVO06B0kwRBXv_1zpEtzY,4.8,name
Neezh Meegwunun Family Campground & Cabins,Neezh Meegwunun Family Campground,ChIJJ0H9l_ZR1YkR-bOUb1tMODA,4.5,name
Nicolston Dam,Nicolston Dam,ChIJu1pNy1jpKogRxphge9qu0A8,4.2,name
Nogies Creek Resort,Nogies Creek Resort,ChIJI1I3_RfX1EwRsHeVIcB0VpA,4.6,name
Nor-Halton Park,Nor Halton Park,ChIJ_____0h0K4gRBmTRaB-N71k,4.5,name
North Sauble Sands Campground,North Sauble Sands Campground,ChIJRWoHQtjYKYgRJVWXHKBj2NY,4.4,name
Oak Bay Resort,Oak Bay Beach Hotel,ChIJW6942Ul0j1QRV66FpPVf4wo,4.5,name
Opeongo Mountain Resort,Opeongo Mountain Resort,ChIJpQ8WqC_j00wROxC3HFWcF7Y,4.6,name
O'Reilly Lake Family Campground,O'Reilly Lake Family Campground,ChIJDY5BtpLw0kwRBDgQOlQJLfw,4.2,name
Ottawa's Poplar Grove Campground/RV Park,Ottawa's Poplar Grove Campground/ RV Park,ChIJp93dJF3gzUwRBcXQlXcOoMU,3.6,name
Panorama Camp - Cottages & Trailer Park,Panorama Camp - Cottages & Trailer Park,ChIJfcd6KT7UKE0RTYVB-Vdh8Zo,4.3,name
Park Haven Lake,Park Haven Lake,ChIJkTtCewwaLIgR8U9DPWH2NtM,4.1,name
Pike Lake Golf Centre Limited,Pike Lake Golf Centre Limited,ChIJXx1X61d8KYgRnakkmrtxUu0,4.5,name
Pine Echo Camp,Pine Echo Camp,ChIJrR-74thsKYgR9YP_fb3K23M,4.5,name
Pine Grove Point Campground,Pine Grove Point Campground Inc.,ChIJNc_-6HxX1EwROwpyCFdZLJY,4.5,name
Pine Haven Cottages and Campground,Pinehaven Cottages & Campground,ChIJ_____z-W00wRIaUzo2lUu9c,4.3,name
Pine Lake Campground of Ontario,Pine Lake Family Campground,ChIJCfKTj_vNKIgR1h6hlr97Cc8,4.6,name
Pleasure Park RV Resort Inc.,Pleasure Park RV Resort,ChIJ1WKQ70kNzUwRrtt4EwiGmrU,3.9,name
Ponderosa Campground,Ponderosa Campground,ChIJ_ZrvNDGRkoARzDX7_6HK1Os,4.2,name
Primrose Park,Primrose Park,ChIJY_9oJKWuEmsRwM_x-Wh9AQ8,4.5,name
Prospect Hill Camping Grounds,Prospect Hill Camping Ground,ChIJy6uTKUzBLogR5aFmSblV3M0,4.1,name
Recreationland,Recreationland Tent & Trailer Park,ChIJA0y4NgdrzkwRdfAAJbfEh5s,3.8,phone
Red Bay Tent & Trailer Park,Red Bay Tent & Trailer Park,ChIJh19Kj-7PLE0RCDQHriKVZUM,4.4,name
Red Setter Resort,Red Setter Resort,ChIJQdmd5BRU00wRIDzssaggXts,4.3,name
Reids Lake Campground,Reids Lake Campground,ChIJr9lLtOzV00wR8ylewJUAtbc,4.4,name
Rideau Acres Campground,Rideau Acres Campground,ChIJ8XDTqDao0kwRp0cmiXuPi8o,4.1,name
Rideau Mac Resort,Rideau Mac Resort,ChIJkZgTAhJ-zUwRO8DDvJrgp6U,4.4,name
River Haven Resort,River Haven Resort,ChIJV9MATrEDLE0RrH__DW42_Ek,3.8,name
River Place Campground Ltd.,River Place Campground,ChIJE4W5r4RIrlIRjxiZwltrKfg,3.4,name
River Run,RiverRun Rafting,ChIJtXyUKBlr0UwR6VuUEgdPZ1A,4.5,phone
Riverview Campground,22164 Valleyview Rd,EjIyMjE2NCBWYWxsZXl2aWV3IFJkLCBUaG9ybmRhbGUsIE9OIE4wTSAyUDAsIENhbmFkYSIcEhoKFAoSCUvZ1BbD6i6IEdogMRWvVnW_EJStAQ,0.0,address
Rocher Rouge Campground,Rocher Rouge Campground,ChIJg2dGTgoNLk0RKlYsu9se8V0,5.0,name
Rochester Place Golf Club & Resort,Rochester Place Golf Club & Parkside Grille,ChIJ8x0IP0DLOogRm-7J9KDdu9Y,4.4,phone
Rock Island Camp,Rock Island Camp,ChIJz5_CjqByzUwRkCvvdo-87jg,4.7,name
Rocksprings Family Camp & KOA,Kerrville KOA Journey,ChIJa5xqwqJYWYYRYFs5t04hUM4,4.2,name
Roebuck Campground,Roebuck Family Camp Ground,ChIJq83KL89SK00RaYM4dRatTBg,4.5,name
Roth Park Family Campground,Roth Park Family Campground,ChIJW8PlQYLILE0RSr6t96b1umM,4.0,phone
Rus-Ton Family Campground,Rus-Ton Family Campground,ChIJ4238KiM7L4gRtSyDiWBPing,4.4,name
Salem Woods Trailer Park,Salem Woods Trailer Park,ChIJ7Vzat_101okRLhrMwgq8SLg,3.4,name
Sand Bay Family Campground,Pontins Sand Bay Holiday Park,ChIJR3cLVkD5cUgR5-592TFKGrU,3.3,name
Sandaraska Park,Sandaraska Park,ChIJaRA5PIWh1YkR1RD98ZClDMQ,4.5,name
Sandbanks Beach Resort,Sandbanks Beach Resort,ChIJ8Yh3TQhM1okRh0U2tHvVj5I,4.2,name
Sandy Beach Resort & Trailer Court,Sandy Beach Resort & Trailer Court Ltd,ChIJPQLJOtMx1UwRfDzPzS-Jjs4,4.6,name
Sauble Beach Resort Camp,Sauble Beach Resort Camp,ChIJRWoHQtjYKYgRygy_QgT7E6Q,3.5,name
Sauble Falls Tent & Trailer Park,Sauble Falls Tent & Trailer Camp,ChIJCchGd6HYKYgRGHpDhYbO0wg,3.7,name
Saugeen Cedars Family Campground,Saugeen Cedars Family Campground,ChIJw-5m_yGFKYgRqILTfVx6GSY,4.0,name
Saugeen Riverbank,Saugeen Riverbank Campground,ChIJT-cgtTiZKYgR5EIuGp6FQdQ,4.8,name
Sault Ste Marie KOA Holiday,Sault Ste. Marie KOA Holiday,ChIJTxIpLu42Nk0Rggk4-sX0bCs,4.4,name
Scott's Tent and Trailer Park,Scott's Family Campground,ChIJXw6crvtE04kRPTpMuI25fNk,4.0,phone
Shangri-La Niagara,Shangri-La Niagara Family Campground.,ChIJh_Kz9GhN04kR68GLgtOVAmY,3.1,name
Shelter Valley Park,Shelter Valley Park,ChIJZ72LQGPe1YkR8SJzF8GrPjM,3.5,name
Sherwood Park Campground,Sherwood Park Campground,ChIJRbQfHjhIVEARjxz3bhzf3a0,4.1,name
Shore Acres Park,Shore Acres State Park,ChIJzakeBbh4w1QRLBFxH_zYPXo,4.9,name
Sid Turcotte Park,Sid Turcotte Park,ChIJpwxeFloqKE0Rnv1pjtaWMfc,4.5,name
Silver Dove Estates,Silver Dove Estates,ChIJwykjHmOuL4gR0IdiurAzTQs,4.6,name
Silver Lake Tent & Trailer Park,Silver Lake Tent & Trailer Park,ChIJf2JkgwsBKYgRhbY6nfbp8lI,4.4,name
Silverstone Camping,Silverstone Camping,ChIJjVc_wBUbd0gRqSCRRRlOXDk,4.6,name
Sleepy Cedars Family Camping,Sleepy Cedars Family Camping,ChIJR_jBfVYGzkwRzvbRyMIfo3M,4.4,name
Smith's Trailer Park & Camp Midland Limited,Smith's Trailer Park & Camp,ChIJqZ10ed_aKk0RFV1P40-hLKE,4.0,name
Smugglers Cove RV Resort,Smugglers Cove,ChIJD96zif7YVkARIkXmUWdKiBg,4.2,name
Spanish River Resort & Campground,Spanish River Resort and Campground - formerly Mitchells Camp,ChIJ840tjjWXMU0RMmTJaCmvkfA,4.4,name
Sportsman's Park,Sportsmans Park Restaurant & Bar,ChIJxSU3qrjM2IcRTufEd94lh6c,4.3,name
Springwater Trailer Resort and Campground,Spring water Trailer Resort,ChIJQ6CBldcM1YkRFW2cMyohgj8,3.1,name
St Clair Shores Campground,St Clair Shores Recreation,ChIJtUx_4ebXJIgRcsvZ4r4_hdg,4.0,name
Stanley Park,Stanley Park,ChIJo-QmrYxxhlQRFuIJtJ1jSjY,4.8,name
Stark's Golf Course & Trailer Park,Stark's Golf Course,ChIJr_Yq2v63LYgR4yg8H8LhVGM,4.4,name
Steamboat Bay RV Resort,Steamboat Bay,ChIJ6QBK5uZ50UwRbLMgRRcc-so,4.4,name
Stoney Point Resort,Stony Point Resort & Campground,ChIJp4Fbll3YuVIRqg6SADrypXs,4.4,name
Sturgeon Falls KOA,Sturgeon Falls KOA Holiday,ChIJVVVVpSEnKU0RvmC-qwkS6Ew,4.5,name
Summer Place Trailer Resort,Summer Place Park,ChIJcxfb_gazK4gRyF3Z3X5NESs,4.0,name
Summerland Rideau,Summerland Rideau,ChIJjxxLaEpezUwRrinDGYI_uG4,4.3,name
Sunny Acres Resort,Sunny Acres Trailer Park,ChIJeZFOdgQw1UwRY95RErs-mHk,4.8,name
Sunny Hill Resort,Sunny Hill Resort & Golf Course,ChIJo3LyzuzH3YkRJ697mmdsuTQ,4.6,name
Sunset Country Campground Inc,Sunset Country Camp Ground Inc,ChIJH9tOTD_t0kwRDwUN6Yv9hNM,4.3,name
Sunset Shores Resort,Sunset Shores Resort Cadillac,ChIJOyNx8rIIH4gRwtbRkK99hOo,4.4,name
Terrawoods on Muskoka Shores,Terrawoods Resort on Muskoka Shores,ChIJ8eOjCFmtK00R1eSiNvNR-1g,4.0,name
The Cache Campground,Cache Campground,ChIJ-ayPGrluCUERm7m7V5Y3N0I,4.5,name
The Homestead Trailer Park Ltd,The Homestead Trailer Park Ltd,ChIJVaW2fj5l1EwRAY_qI0dYEHM,4.5,name
The Summer Place Marina & Campground,The Summer Place Marina & Campgrounds,ChIJPbvhpwLeL4gR9WaJtvSME1o,4.3,name
Tipi Adventure,Tipi Adventure,ChIJh_-YaX5McEgReJ8ABoHcyZw,5.0,name
To Jo's Christian Family Campground,To Jo's Christian Family Camp,ChIJXcmZHP7MKk0RnvtGjZPERMM,4.7,name
Toronto North/Cookstown KOA,Toronto North / Cookstown KOA Holiday,ChIJmdVeSszAKogRruqxq1jHIlY,4.3,name
Trailer Park on the Bay,Trailer Park on the Bay,ChIJ5zYnEnQ71UwRYi7TIAvvamg,4.2,name
Tranquil Acres Camping,Tranquil Acres Camping,ChIJjUMC_NwO0kwRBRl96g79mw0,4.0,name
Trillium Woods Campground,Trillium Woods Campground,ChIJc7HGAifMLE0REAKtDwCX6tM,4.6,name
Trout Water Family Camping Ltd,Trout Water Family Camping Ltd,ChIJKVsVu_JC1YkRnRNlXt-WSqs,3.7,name
Twin Cedars Park,Twin Cedars Park,ChIJiQqvDE8F00wR1uUQ0mFrRSM,4.6,name
United Empire Loyalist Heritage Centre and Park,UEL Heritage Centre & Park (Museum),ChIJnwEuCobF14kRb5cjkwSBimE,4.4,phone
Upper Canada Campground,Upper Canada Campground,ChIJ21Q-wXZJzEwRJLFsEec9YKo,4.3,name
Victoria Park Campground,Victoria Park Campgrounds,ChIJ00RthKPF1YkRtqigpHGqVxk,4.3,name
Wabigoon Lake RV Park,Wabigoon Lake RV Park,ChIJiSUNcu--olIRJmPtEHvJa18,4.5,name
Waterways Campground,Waterways Campground,ChIJg4Xtmn2B0kwRSI3wU2l4dk8,4.6,name
Wessell's Adult Trailer Park,8314 ON-35,Eiw4MzE0IE9OLTM1LCBNaW5kZW4gSGlsbHMsIE9OIEswTSAySzAsIENhbmFkYSIbEhkKFAoSCe931_JBDtVMEU_FfvEjD_GUEPpA,0.0,address
West Pines Park Resort,West Pines Park Resort,ChIJqdcVPd441EwRj-vik3gzmu0,4.7,name
Whispering Pines Family Campground,Whispering Pines Family Campground,ChIJfyJOEkhNNIgRVJKXxMGBEDI,4.5,name
Whispering Pines Resort,Whispering Pines Resort,ChIJ39jRHd_JKIcR7aXIivz6hdw,4.8,name
Whistle Bare Campground,Whistle Bare Campground,ChIJn_lc2aZ1LIgR-1NUI4F2Hyw,4.5,name
White Birches Camp,White Birches Camp,ChIJx7ZS0uVnKU0RBK1q0MubJwo,5.0,name
White Lake RV Park,White Lake RV Park,ChIJIfKNuoUo0kwRQYone0ZLOhs,4.3,name
Wildwood Campground,Wildwood Family Campground,ChIJy9cCD_lpyYkRbm2U2v0s4ss,4.0,name
Wildwood Golf & RV Resort,Wildwood Golf & RV Resort,ChIJly2YdR4jO4gRJOmiquX3hJQ,4.5,name
Willow Lake Campground and RV Park Woodstock,Camping World of Woodstock,ChIJr2BKxo1r9YgRo60JsjcJ7fM,4.0,name
Windmill Family Campground,Windmill Family Campground,ChIJW2nEhgvJLogRPD_iqcif4dg,4.5,name
Wolf River Park,Wolf River Nature Area,ChIJzW6yQ3qbf4gRrE-0x4IwXPA,4.8,name
Woodcrest Resort Park,Woodcrest Resort Park,ChIJibNhD2gG00wRGl1hLX9hbns,4.5,name
Woodland Camp Site,Woodland Camp Site,ChIJAQAAAIeL1YkReUBKaFA6_q4,4.1,name
Woodland Park â€“ Arden,Woodland park,ChIJj_Zu0MDi0kwRLiOyN47Nbls,4.6,name
Woodland RV Park,Woodland RV Park,ChIJx-2HV6CpZlMRJjbbk2_8un8,4.3,name
Yogi Bear's Jellystone Park & Camp-Resort,Yogi Bear's Jellystone Park,ChIJx15Dk7KX7ogRQQOmcwNFhaQ,4.5,name
